"SL","Amarsh","Amangrove","Atotal","Ngainmarsh","Ngainmangrove","Ngaintotal","Nlossmarsh","Nlossmangrove","Nlosstotal","netNmarsh","netNmangrove","netNtotal"
195,32000,89167.32223904,121167.32223904,11.1072,28.3418333736789,39.4490333736789,-18.5832,-47.4180673751824,-66.0012673751824,-7.476,-19.0762340015035,-26.5522340015035
200,32000,89167.32223904,121167.32223904,11.392,29.068547049927,40.460547049927,-18.5832,-47.4180673751824,-66.0012673751824,-7.1912,-18.3495203252554,-25.5407203252554
205,32000,89167.32223904,121167.32223904,11.6768,29.7952607261752,41.4720607261752,-18.5832,-47.4180673751824,-66.0012673751824,-6.9064,-17.6228066490072,-24.5292066490072
210,32000,89167.32223904,121167.32223904,11.9616,30.5219744024234,42.4835744024234,-18.5832,-47.4180673751824,-66.0012673751824,-6.6216,-16.896092972759,-23.517692972759
215,32000,89167.32223904,121167.32223904,12.2464,31.2486880786716,43.4950880786716,-18.5832,-47.4180673751824,-66.0012673751824,-6.3368,-16.1693792965108,-22.5061792965108
220,32000,89167.32223904,121167.32223904,12.5312,31.9754017549197,44.5066017549197,-18.5832,-47.4180673751824,-66.0012673751824,-6.052,-15.4426656202626,-21.4946656202626
225,32000,89167.32223904,121167.32223904,12.816,32.7021154311679,45.5181154311679,-18.5832,-47.4180673751824,-66.0012673751824,-5.7672,-14.7159519440145,-20.4831519440145
230,32000,89167.32223904,121167.32223904,13.1008,33.4288291074161,46.5296291074161,-18.5832,-47.4180673751824,-66.0012673751824,-5.4824,-13.9892382677663,-19.4716382677663
235,32000,89167.32223904,121167.32223904,13.3856,34.1555427836643,47.5411427836643,-18.5832,-47.4180673751824,-66.0012673751824,-5.1976,-13.2625245915181,-18.4601245915181
240,32000,89167.32223904,121167.32223904,13.6704,34.8822564599124,48.5526564599124,-18.5832,-47.4180673751824,-66.0012673751824,-4.9128,-12.5358109152699,-17.4486109152699
245,32000,89167.32223904,121167.32223904,13.9552,35.6089701361606,49.5641701361606,-18.5832,-47.4180673751824,-66.0012673751824,-4.628,-11.8090972390218,-16.4370972390218
250,32000,89167.32223904,121167.32223904,14.24,36.3356838124088,50.5756838124088,-18.5832,-47.4180673751824,-66.0012673751824,-4.3432,-11.0823835627736,-15.4255835627736
255,32000,89167.32223904,121167.32223904,14.5248,37.062397488657,51.587197488657,-18.5832,-47.4180673751824,-66.0012673751824,-4.0584,-10.3556698865254,-14.4140698865254
260,32000,89167.32223904,121167.32223904,14.8096,37.7891111649052,52.5987111649052,-18.5832,-47.4180673751824,-66.0012673751824,-3.7736,-9.62895621027723,-13.4025562102772
265,32000,89167.32223904,121167.32223904,15.0944,38.5158248411533,53.6102248411533,-18.5832,-47.4180673751824,-66.0012673751824,-3.4888,-8.90224253402906,-12.3910425340291
270,32000,89167.32223904,121167.32223904,15.3792,39.2425385174015,54.6217385174015,-18.5832,-47.4180673751824,-66.0012673751824,-3.204,-8.17552885778089,-11.3795288577809
275,32000,89167.32223904,121167.32223904,15.664,39.9692521936497,55.6332521936497,-18.5832,-47.4180673751824,-66.0012673751824,-2.9192,-7.44881518153271,-10.3680151815327
280,32000,89167.32223904,121167.32223904,15.9488,40.6959658698979,56.6447658698979,-18.5832,-47.4180673751824,-66.0012673751824,-2.6344,-6.72210150528453,-9.35650150528453
285,32000,89167.32223904,121167.32223904,16.2336,41.422679546146,57.656279546146,-18.5832,-47.4180673751824,-66.0012673751824,-2.3496,-5.99538782903635,-8.34498782903635
290,32000,89167.32223904,121167.32223904,16.5184,42.1493932223942,58.6677932223942,-18.5832,-47.4180673751824,-66.0012673751824,-2.0648,-5.26867415278818,-7.33347415278818
