"SL","Amarsh","Amangrove","Atotal","Ngainmarsh","Ngainmangrove","Ngaintotal","Nlossmarsh","Nlossmangrove","Nlosstotal","netNmarsh","netNmangrove","netNtotal"
365,13000,36224.22465961,49224.22465961,8.4461,21.551602461235,29.997702461235,-35.4932,-90.5666919024178,-126.059891902418,-27.0471,-69.0150894411829,-96.0621894411829
370,13000,36224.22465961,49224.22465961,8.5618,21.8468298922108,30.4086298922108,-35.4932,-90.5666919024178,-126.059891902418,-26.9314,-68.719862010207,-95.651262010207
375,13000,36224.22465961,49224.22465961,8.6775,22.1420573231866,30.8195573231866,-35.4932,-90.5666919024178,-126.059891902418,-26.8157,-68.4246345792312,-95.2403345792312
380,13000,36224.22465961,49224.22465961,8.7932,22.4372847541624,31.2304847541624,-35.4932,-90.5666919024178,-126.059891902418,-26.7,-68.1294071482554,-94.8294071482554
385,13000,36224.22465961,49224.22465961,8.9089,22.7325121851383,31.6414121851383,-35.4932,-90.5666919024178,-126.059891902418,-26.5843,-67.8341797172796,-94.4184797172796
390,13000,36224.22465961,49224.22465961,9.0246,23.0277396161141,32.0523396161141,-35.4932,-90.5666919024178,-126.059891902418,-26.4686,-67.5389522863038,-94.0075522863038
395,13000,36224.22465961,49224.22465961,9.1403,23.3229670470899,32.4632670470899,-35.4932,-90.5666919024178,-126.059891902418,-26.3529,-67.2437248553279,-93.596624855328
400,13000,36224.22465961,49224.22465961,9.256,23.6181944780657,32.8741944780657,-35.4932,-90.5666919024178,-126.059891902418,-26.2372,-66.9484974243521,-93.1856974243521
405,13000,36224.22465961,49224.22465961,9.3717,23.9134219090415,33.2851219090415,-35.4932,-90.5666919024178,-126.059891902418,-26.1215,-66.6532699933763,-92.7747699933763
410,13000,36224.22465961,49224.22465961,9.4874,24.2086493400174,33.6960493400174,-35.4932,-90.5666919024178,-126.059891902418,-26.0058,-66.3580425624005,-92.3638425624005
415,13000,36224.22465961,49224.22465961,9.6031,24.5038767709932,34.1069767709932,-35.4932,-90.5666919024178,-126.059891902418,-25.8901,-66.0628151314247,-91.9529151314247
420,13000,36224.22465961,49224.22465961,9.7188,24.799104201969,34.517904201969,-35.4932,-90.5666919024178,-126.059891902418,-25.7744,-65.7675877004488,-91.5419877004488
425,13000,36224.22465961,49224.22465961,9.8345,25.0943316329448,34.9288316329448,-35.4932,-90.5666919024178,-126.059891902418,-25.6587,-65.472360269473,-91.131060269473
430,13000,36224.22465961,49224.22465961,9.9502,25.3895590639207,35.3397590639207,-35.4932,-90.5666919024178,-126.059891902418,-25.543,-65.1771328384972,-90.7201328384972
435,13000,36224.22465961,49224.22465961,10.0659,25.6847864948965,35.7506864948965,-35.4932,-90.5666919024178,-126.059891902418,-25.4273,-64.8819054075214,-90.3092054075214
440,13000,36224.22465961,49224.22465961,10.1816,25.9800139258723,36.1616139258723,-35.4932,-90.5666919024178,-126.059891902418,-25.3116,-64.5866779765456,-89.8982779765456
445,13000,36224.22465961,49224.22465961,10.2973,26.2752413568481,36.5725413568481,-35.4932,-90.5666919024178,-126.059891902418,-25.1959,-64.2914505455697,-89.4873505455697
450,13000,36224.22465961,49224.22465961,10.413,26.5704687878239,36.9834687878239,-35.4932,-90.5666919024178,-126.059891902418,-25.0802,-63.9962231145939,-89.0764231145939
455,13000,36224.22465961,49224.22465961,10.5287,26.8656962187998,37.3943962187998,-35.4932,-90.5666919024178,-126.059891902418,-24.9645,-63.7009956836181,-88.6654956836181
460,13000,36224.22465961,49224.22465961,10.6444,27.1609236497756,37.8053236497756,-35.4932,-90.5666919024178,-126.059891902418,-24.8488,-63.4057682526423,-88.2545682526423
465,13000,36224.22465961,49224.22465961,10.7601,27.4561510807514,38.2162510807514,-35.4932,-90.5666919024178,-126.059891902418,-24.7331,-63.1105408216664,-87.8436408216664
470,13000,36224.22465961,49224.22465961,10.8758,27.7513785117272,38.6271785117272,-35.4932,-90.5666919024178,-126.059891902418,-24.6174,-62.8153133906906,-87.4327133906906
475,13000,36224.22465961,49224.22465961,10.9915,28.046605942703,39.038105942703,-35.4932,-90.5666919024178,-126.059891902418,-24.5017,-62.5200859597148,-87.0217859597148
480,13000,36224.22465961,49224.22465961,11.1072,28.3418333736789,39.4490333736789,-35.4932,-90.5666919024178,-126.059891902418,-24.386,-62.224858528739,-86.610858528739
485,13000,36224.22465961,49224.22465961,11.2229,28.6370608046547,39.8599608046547,-35.4932,-90.5666919024178,-126.059891902418,-24.2703,-61.9296310977632,-86.1999310977632
490,13000,36224.22465961,49224.22465961,11.3386,28.9322882356305,40.2708882356305,-35.4932,-90.5666919024178,-126.059891902418,-24.1546,-61.6344036667873,-85.7890036667873
495,13000,36224.22465961,49224.22465961,11.4543,29.2275156666063,40.6818156666063,-35.4932,-90.5666919024178,-126.059891902418,-24.0389,-61.3391762358115,-85.3780762358115
500,13000,36224.22465961,49224.22465961,11.57,29.5227430975821,41.0927430975821,-35.4932,-90.5666919024178,-126.059891902418,-23.9232,-61.0439488048357,-84.9671488048357
-140,14000,39010.70347958,53010.70347958,-3.4888,-8.90224253404016,-12.3910425340402,-34.6032,-88.2957116641423,-122.898911664142,-38.092,-97.1979541981825,-135.289954198182
-135,14000,39010.70347958,53010.70347958,-3.3642,-8.58430530068158,-11.9485053006816,-34.6032,-88.2957116641423,-122.898911664142,-37.9674,-96.8800169648239,-134.847416964824
-130,14000,39010.70347958,53010.70347958,-3.2396,-8.266368067323,-11.505968067323,-34.6032,-88.2957116641423,-122.898911664142,-37.8428,-96.5620797314653,-134.404879731465
-125,14000,39010.70347958,53010.70347958,-3.115,-7.94843083396442,-11.0634308339644,-34.6032,-88.2957116641423,-122.898911664142,-37.7182,-96.2441424981067,-133.962342498107
-120,14000,39010.70347958,53010.70347958,-2.9904,-7.63049360060585,-10.6208936006058,-34.6032,-88.2957116641423,-122.898911664142,-37.5936,-95.9262052647481,-133.519805264748
-115,14000,39010.70347958,53010.70347958,-2.8658,-7.31255636724727,-10.1783563672473,-34.6032,-88.2957116641423,-122.898911664142,-37.469,-95.6082680313896,-133.07726803139
-110,14000,39010.70347958,53010.70347958,-2.7412,-6.99461913388869,-9.73581913388869,-34.6032,-88.2957116641423,-122.898911664142,-37.3444,-95.290330798031,-132.634730798031
-105,14000,39010.70347958,53010.70347958,-2.6166,-6.67668190053012,-9.29328190053012,-34.6032,-88.2957116641423,-122.898911664142,-37.2198,-94.9723935646724,-132.192193564672
-100,14000,39010.70347958,53010.70347958,-2.492,-6.35874466717154,-8.85074466717154,-34.6032,-88.2957116641423,-122.898911664142,-37.0952,-94.6544563313138,-131.749656331314
-95,14000,39010.70347958,53010.70347958,-2.3674,-6.04080743381296,-8.40820743381296,-34.6032,-88.2957116641423,-122.898911664142,-36.9706,-94.3365190979553,-131.307119097955
-90,14000,39010.70347958,53010.70347958,-2.2428,-5.72287020045439,-7.96567020045439,-34.6032,-88.2957116641423,-122.898911664142,-36.846,-94.0185818645967,-130.864581864597
-85,14000,39010.70347958,53010.70347958,-2.1182,-5.40493296709581,-7.52313296709581,-34.6032,-88.2957116641423,-122.898911664142,-36.7214,-93.7006446312381,-130.422044631238
-80,14000,39010.70347958,53010.70347958,-1.9936,-5.08699573373723,-7.08059573373723,-34.6032,-88.2957116641423,-122.898911664142,-36.5968,-93.3827073978795,-129.97950739788
-75,14000,39010.70347958,53010.70347958,-1.869,-4.76905850037866,-6.63805850037865,-34.6032,-88.2957116641423,-122.898911664142,-36.4722,-93.064770164521,-129.536970164521
-70,14000,39010.70347958,53010.70347958,-1.7444,-4.45112126702008,-6.19552126702008,-34.6032,-88.2957116641423,-122.898911664142,-36.3476,-92.7468329311624,-129.094432931162
-65,14000,39010.70347958,53010.70347958,-1.6198,-4.1331840336615,-5.7529840336615,-34.6032,-88.2957116641423,-122.898911664142,-36.223,-92.4288956978038,-128.651895697804
-60,14000,39010.70347958,53010.70347958,-1.4952,-3.81524680030292,-5.31044680030292,-34.6032,-88.2957116641423,-122.898911664142,-36.0984,-92.1109584644452,-128.209358464445
-55,14000,39010.70347958,53010.70347958,-1.3706,-3.49730956694435,-4.86790956694435,-34.6032,-88.2957116641423,-122.898911664142,-35.9738,-91.7930212310867,-127.766821231087
-50,14000,39010.70347958,53010.70347958,-1.246,-3.17937233358577,-4.42537233358577,-34.6032,-88.2957116641423,-122.898911664142,-35.8492,-91.4750839977281,-127.324283997728
-45,14000,39010.70347958,53010.70347958,-1.1214,-2.86143510022719,-3.98283510022719,-34.6032,-88.2957116641423,-122.898911664142,-35.7246,-91.1571467643695,-126.88174676437
-40,14000,39010.70347958,53010.70347958,-0.9968,-2.54349786686862,-3.54029786686862,-34.6032,-88.2957116641423,-122.898911664142,-35.6,-90.8392095310109,-126.439209531011
-35,14000,39010.70347958,53010.70347958,-0.8722,-2.22556063351004,-3.09776063351004,-34.6032,-88.2957116641423,-122.898911664142,-35.4754,-90.5212722976523,-125.996672297652
-30,14000,39010.70347958,53010.70347958,-0.7476,-1.90762340015146,-2.65522340015146,-34.6032,-88.2957116641423,-122.898911664142,-35.3508,-90.2033350642938,-125.554135064294
-25,14000,39010.70347958,53010.70347958,-0.623,-1.58968616679288,-2.21268616679288,-34.6032,-88.2957116641423,-122.898911664142,-35.2262,-89.8853978309352,-125.111597830935
-20,14000,39010.70347958,53010.70347958,-0.4984,-1.27174893343431,-1.77014893343431,-34.6032,-88.2957116641423,-122.898911664142,-35.1016,-89.5674605975766,-124.669060597577
-15,14000,39010.70347958,53010.70347958,-0.3738,-0.953811700075731,-1.32761170007573,-34.6032,-88.2957116641423,-122.898911664142,-34.977,-89.249523364218,-124.226523364218
-10,14000,39010.70347958,53010.70347958,-0.2492,-0.635874466717154,-0.885074466717154,-34.6032,-88.2957116641423,-122.898911664142,-34.8524,-88.9315861308595,-123.783986130859
-5,14000,39010.70347958,53010.70347958,-0.1246,-0.317937233358577,-0.442537233358577,-34.6032,-88.2957116641423,-122.898911664142,-34.7278,-88.6136488975009,-123.341448897501
0,14000,39010.70347958,53010.70347958,0,0,0,-34.6032,-88.2957116641423,-122.898911664142,-34.6032,-88.2957116641423,-122.898911664142
5,14000,39010.70347958,53010.70347958,0.1246,0.317937233358577,0.442537233358577,-34.6032,-88.2957116641423,-122.898911664142,-34.4786,-87.9777744307837,-122.456374430784
10,14000,39010.70347958,53010.70347958,0.2492,0.635874466717154,0.885074466717154,-34.6032,-88.2957116641423,-122.898911664142,-34.354,-87.6598371974251,-122.013837197425
15,14000,39010.70347958,53010.70347958,0.3738,0.953811700075731,1.32761170007573,-34.6032,-88.2957116641423,-122.898911664142,-34.2294,-87.3418999640666,-121.571299964067
20,14000,39010.70347958,53010.70347958,0.4984,1.27174893343431,1.77014893343431,-34.6032,-88.2957116641423,-122.898911664142,-34.1048,-87.023962730708,-121.128762730708
25,14000,39010.70347958,53010.70347958,0.623,1.58968616679288,2.21268616679288,-34.6032,-88.2957116641423,-122.898911664142,-33.9802,-86.7060254973494,-120.686225497349
30,14000,39010.70347958,53010.70347958,0.7476,1.90762340015146,2.65522340015146,-34.6032,-88.2957116641423,-122.898911664142,-33.8556,-86.3880882639908,-120.243688263991
35,14000,39010.70347958,53010.70347958,0.8722,2.22556063351004,3.09776063351004,-34.6032,-88.2957116641423,-122.898911664142,-33.731,-86.0701510306323,-119.801151030632
40,14000,39010.70347958,53010.70347958,0.9968,2.54349786686862,3.54029786686862,-34.6032,-88.2957116641423,-122.898911664142,-33.6064,-85.7522137972737,-119.358613797274
45,14000,39010.70347958,53010.70347958,1.1214,2.86143510022719,3.98283510022719,-34.6032,-88.2957116641423,-122.898911664142,-33.4818,-85.4342765639151,-118.916076563915
50,14000,39010.70347958,53010.70347958,1.246,3.17937233358577,4.42537233358577,-34.6032,-88.2957116641423,-122.898911664142,-33.3572,-85.1163393305565,-118.473539330557
55,14000,39010.70347958,53010.70347958,1.3706,3.49730956694435,4.86790956694435,-34.6032,-88.2957116641423,-122.898911664142,-33.2326,-84.798402097198,-118.031002097198
60,14000,39010.70347958,53010.70347958,1.4952,3.81524680030292,5.31044680030292,-34.6032,-88.2957116641423,-122.898911664142,-33.108,-84.4804648638394,-117.588464863839
65,14000,39010.70347958,53010.70347958,1.6198,4.1331840336615,5.7529840336615,-34.6032,-88.2957116641423,-122.898911664142,-32.9834,-84.1625276304808,-117.145927630481
70,14000,39010.70347958,53010.70347958,1.7444,4.45112126702008,6.19552126702008,-34.6032,-88.2957116641423,-122.898911664142,-32.8588,-83.8445903971222,-116.703390397122
75,14000,39010.70347958,53010.70347958,1.869,4.76905850037866,6.63805850037865,-34.6032,-88.2957116641423,-122.898911664142,-32.7342,-83.5266531637637,-116.260853163764
80,14000,39010.70347958,53010.70347958,1.9936,5.08699573373723,7.08059573373723,-34.6032,-88.2957116641423,-122.898911664142,-32.6096,-83.2087159304051,-115.818315930405
85,14000,39010.70347958,53010.70347958,2.1182,5.40493296709581,7.52313296709581,-34.6032,-88.2957116641423,-122.898911664142,-32.485,-82.8907786970465,-115.375778697046
90,14000,39010.70347958,53010.70347958,2.2428,5.72287020045439,7.96567020045439,-34.6032,-88.2957116641423,-122.898911664142,-32.3604,-82.5728414636879,-114.933241463688
95,14000,39010.70347958,53010.70347958,2.3674,6.04080743381296,8.40820743381296,-34.6032,-88.2957116641423,-122.898911664142,-32.2358,-82.2549042303293,-114.490704230329
100,14000,39010.70347958,53010.70347958,2.492,6.35874466717154,8.85074466717154,-34.6032,-88.2957116641423,-122.898911664142,-32.1112,-81.9369669969708,-114.048166996971
105,14000,39010.70347958,53010.70347958,2.6166,6.67668190053012,9.29328190053012,-34.6032,-88.2957116641423,-122.898911664142,-31.9866,-81.6190297636122,-113.605629763612
110,14000,39010.70347958,53010.70347958,2.7412,6.99461913388869,9.73581913388869,-34.6032,-88.2957116641423,-122.898911664142,-31.862,-81.3010925302536,-113.163092530254
115,14000,39010.70347958,53010.70347958,2.8658,7.31255636724727,10.1783563672473,-34.6032,-88.2957116641423,-122.898911664142,-31.7374,-80.983155296895,-112.720555296895
120,14000,39010.70347958,53010.70347958,2.9904,7.63049360060585,10.6208936006058,-34.6032,-88.2957116641423,-122.898911664142,-31.6128,-80.6652180635365,-112.278018063536
125,14000,39010.70347958,53010.70347958,3.115,7.94843083396442,11.0634308339644,-34.6032,-88.2957116641423,-122.898911664142,-31.4882,-80.3472808301779,-111.835480830178
130,14000,39010.70347958,53010.70347958,3.2396,8.266368067323,11.505968067323,-34.6032,-88.2957116641423,-122.898911664142,-31.3636,-80.0293435968193,-111.392943596819
135,14000,39010.70347958,53010.70347958,3.3642,8.58430530068158,11.9485053006816,-34.6032,-88.2957116641423,-122.898911664142,-31.239,-79.7114063634607,-110.950406363461
140,14000,39010.70347958,53010.70347958,3.4888,8.90224253404016,12.3910425340402,-34.6032,-88.2957116641423,-122.898911664142,-31.1144,-79.3934691301021,-110.507869130102
145,14000,39010.70347958,53010.70347958,3.6134,9.22017976739873,12.8335797673987,-34.6032,-88.2957116641423,-122.898911664142,-30.9898,-79.0755318967436,-110.065331896744
150,14000,39010.70347958,53010.70347958,3.738,9.53811700075731,13.2761170007573,-34.6032,-88.2957116641423,-122.898911664142,-30.8652,-78.757594663385,-109.622794663385
155,14000,39010.70347958,53010.70347958,3.8626,9.85605423411588,13.7186542341159,-34.6032,-88.2957116641423,-122.898911664142,-30.7406,-78.4396574300264,-109.180257430026
160,14000,39010.70347958,53010.70347958,3.9872,10.1739914674745,14.1611914674745,-34.6032,-88.2957116641423,-122.898911664142,-30.616,-78.1217201966678,-108.737720196668
165,14000,39010.70347958,53010.70347958,4.1118,10.491928700833,14.603728700833,-34.6032,-88.2957116641423,-122.898911664142,-30.4914,-77.8037829633093,-108.295182963309
170,14000,39010.70347958,53010.70347958,4.2364,10.8098659341916,15.0462659341916,-34.6032,-88.2957116641423,-122.898911664142,-30.3668,-77.4858457299507,-107.852645729951
175,14000,39010.70347958,53010.70347958,4.361,11.1278031675502,15.4888031675502,-34.6032,-88.2957116641423,-122.898911664142,-30.2422,-77.1679084965921,-107.410108496592
180,14000,39010.70347958,53010.70347958,4.4856,11.4457404009088,15.9313404009088,-34.6032,-88.2957116641423,-122.898911664142,-30.1176,-76.8499712632335,-106.967571263234
185,14000,39010.70347958,53010.70347958,4.6102,11.7636776342673,16.3738776342673,-34.6032,-88.2957116641423,-122.898911664142,-29.993,-76.532034029875,-106.525034029875
190,14000,39010.70347958,53010.70347958,4.7348,12.0816148676259,16.8164148676259,-34.6032,-88.2957116641423,-122.898911664142,-29.8684,-76.2140967965164,-106.082496796516
195,14000,39010.70347958,53010.70347958,4.8594,12.3995521009845,17.2589521009845,-34.6032,-88.2957116641423,-122.898911664142,-29.7438,-75.8961595631578,-105.639959563158
200,14000,39010.70347958,53010.70347958,4.984,12.7174893343431,17.7014893343431,-34.6032,-88.2957116641423,-122.898911664142,-29.6192,-75.5782223297992,-105.197422329799
205,14000,39010.70347958,53010.70347958,5.1086,13.0354265677017,18.1440265677017,-34.6032,-88.2957116641423,-122.898911664142,-29.4946,-75.2602850964406,-104.754885096441
210,14000,39010.70347958,53010.70347958,5.2332,13.3533638010602,18.5865638010602,-34.6032,-88.2957116641423,-122.898911664142,-29.37,-74.9423478630821,-104.312347863082
215,14000,39010.70347958,53010.70347958,5.3578,13.6713010344188,19.0291010344188,-34.6032,-88.2957116641423,-122.898911664142,-29.2454,-74.6244106297235,-103.869810629724
220,14000,39010.70347958,53010.70347958,5.4824,13.9892382677774,19.4716382677774,-34.6032,-88.2957116641423,-122.898911664142,-29.1208,-74.3064733963649,-103.427273396365
225,14000,39010.70347958,53010.70347958,5.607,14.307175501136,19.914175501136,-34.6032,-88.2957116641423,-122.898911664142,-28.9962,-73.9885361630063,-102.984736163006
230,14000,39010.70347958,53010.70347958,5.7316,14.6251127344945,20.3567127344945,-34.6032,-88.2957116641423,-122.898911664142,-28.8716,-73.6705989296478,-102.542198929648
235,14000,39010.70347958,53010.70347958,5.8562,14.9430499678531,20.7992499678531,-34.6032,-88.2957116641423,-122.898911664142,-28.747,-73.3526616962892,-102.099661696289
240,14000,39010.70347958,53010.70347958,5.9808,15.2609872012117,21.2417872012117,-34.6032,-88.2957116641423,-122.898911664142,-28.6224,-73.0347244629306,-101.657124462931
245,14000,39010.70347958,53010.70347958,6.1054,15.5789244345703,21.6843244345703,-34.6032,-88.2957116641423,-122.898911664142,-28.4978,-72.716787229572,-101.214587229572
250,14000,39010.70347958,53010.70347958,6.23,15.8968616679288,22.1268616679288,-34.6032,-88.2957116641423,-122.898911664142,-28.3732,-72.3988499962135,-100.772049996213
255,14000,39010.70347958,53010.70347958,6.3546,16.2147989012874,22.5693989012874,-34.6032,-88.2957116641423,-122.898911664142,-28.2486,-72.0809127628549,-100.329512762855
260,14000,39010.70347958,53010.70347958,6.4792,16.532736134646,23.011936134646,-34.6032,-88.2957116641423,-122.898911664142,-28.124,-71.7629755294963,-99.8869755294963
265,14000,39010.70347958,53010.70347958,6.6038,16.8506733680046,23.4544733680046,-34.6032,-88.2957116641423,-122.898911664142,-27.9994,-71.4450382961377,-99.4444382961377
270,14000,39010.70347958,53010.70347958,6.7284,17.1686106013632,23.8970106013632,-34.6032,-88.2957116641423,-122.898911664142,-27.8748,-71.1271010627791,-99.0019010627792
275,14000,39010.70347958,53010.70347958,6.853,17.4865478347217,24.3395478347217,-34.6032,-88.2957116641423,-122.898911664142,-27.7502,-70.8091638294206,-98.5593638294206
280,14000,39010.70347958,53010.70347958,6.9776,17.8044850680803,24.7820850680803,-34.6032,-88.2957116641423,-122.898911664142,-27.6256,-70.491226596062,-98.116826596062
285,14000,39010.70347958,53010.70347958,7.1022,18.1224223014389,25.2246223014389,-34.6032,-88.2957116641423,-122.898911664142,-27.501,-70.1732893627034,-97.6742893627034
290,14000,39010.70347958,53010.70347958,7.2268,18.4403595347975,25.6671595347975,-34.6032,-88.2957116641423,-122.898911664142,-27.3764,-69.8553521293448,-97.2317521293448
295,14000,39010.70347958,53010.70347958,7.3514,18.758296768156,26.109696768156,-34.6032,-88.2957116641423,-122.898911664142,-27.2518,-69.5374148959863,-96.7892148959863
300,14000,39010.70347958,53010.70347958,7.476,19.0762340015146,26.5522340015146,-34.6032,-88.2957116641423,-122.898911664142,-27.1272,-69.2194776626277,-96.3466776626277
305,14000,39010.70347958,53010.70347958,7.6006,19.3941712348732,26.9947712348732,-34.6032,-88.2957116641423,-122.898911664142,-27.0026,-68.9015404292691,-95.9041404292691
310,14000,39010.70347958,53010.70347958,7.7252,19.7121084682318,27.4373084682318,-34.6032,-88.2957116641423,-122.898911664142,-26.878,-68.5836031959105,-95.4616031959105
315,14000,39010.70347958,53010.70347958,7.8498,20.0300457015904,27.8798457015904,-34.6032,-88.2957116641423,-122.898911664142,-26.7534,-68.265665962552,-95.019065962552
320,14000,39010.70347958,53010.70347958,7.9744,20.3479829349489,28.3223829349489,-34.6032,-88.2957116641423,-122.898911664142,-26.6288,-67.9477287291934,-94.5765287291934
325,14000,39010.70347958,53010.70347958,8.099,20.6659201683075,28.7649201683075,-34.6032,-88.2957116641423,-122.898911664142,-26.5042,-67.6297914958348,-94.1339914958348
330,14000,39010.70347958,53010.70347958,8.2236,20.9838574016661,29.2074574016661,-34.6032,-88.2957116641423,-122.898911664142,-26.3796,-67.3118542624762,-93.6914542624762
335,14000,39010.70347958,53010.70347958,8.3482,21.3017946350247,29.6499946350247,-34.6032,-88.2957116641423,-122.898911664142,-26.255,-66.9939170291177,-93.2489170291176
340,14000,39010.70347958,53010.70347958,8.4728,21.6197318683832,30.0925318683832,-34.6032,-88.2957116641423,-122.898911664142,-26.1304,-66.6759797957591,-92.8063797957591
345,14000,39010.70347958,53010.70347958,8.5974,21.9376691017418,30.5350691017418,-34.6032,-88.2957116641423,-122.898911664142,-26.0058,-66.3580425624005,-92.3638425624005
350,14000,39010.70347958,53010.70347958,8.722,22.2556063351004,30.9776063351004,-34.6032,-88.2957116641423,-122.898911664142,-25.8812,-66.0401053290419,-91.9213053290419
355,14000,39010.70347958,53010.70347958,8.8466,22.573543568459,31.420143568459,-34.6032,-88.2957116641423,-122.898911664142,-25.7566,-65.7221680956833,-91.4787680956833
360,14000,39010.70347958,53010.70347958,8.9712,22.8914808018175,31.8626808018175,-34.6032,-88.2957116641423,-122.898911664142,-25.632,-65.4042308623248,-91.0362308623248
365,14000,39010.70347958,53010.70347958,9.0958,23.2094180351761,32.3052180351761,-34.6032,-88.2957116641423,-122.898911664142,-25.5074,-65.0862936289662,-90.5936936289662
370,14000,39010.70347958,53010.70347958,9.2204,23.5273552685347,32.7477552685347,-34.6032,-88.2957116641423,-122.898911664142,-25.3828,-64.7683563956076,-90.1511563956076
375,14000,39010.70347958,53010.70347958,9.345,23.8452925018933,33.1902925018933,-34.6032,-88.2957116641423,-122.898911664142,-25.2582,-64.450419162249,-89.708619162249
380,14000,39010.70347958,53010.70347958,9.4696,24.1632297352518,33.6328297352518,-34.6032,-88.2957116641423,-122.898911664142,-25.1336,-64.1324819288905,-89.2660819288905
385,14000,39010.70347958,53010.70347958,9.5942,24.4811669686104,34.0753669686104,-34.6032,-88.2957116641423,-122.898911664142,-25.009,-63.8145446955319,-88.8235446955319
390,14000,39010.70347958,53010.70347958,9.7188,24.799104201969,34.517904201969,-34.6032,-88.2957116641423,-122.898911664142,-24.8844,-63.4966074621733,-88.3810074621733
395,14000,39010.70347958,53010.70347958,9.8434,25.1170414353276,34.9604414353276,-34.6032,-88.2957116641423,-122.898911664142,-24.7598,-63.1786702288147,-87.9384702288147
400,14000,39010.70347958,53010.70347958,9.968,25.4349786686862,35.4029786686862,-34.6032,-88.2957116641423,-122.898911664142,-24.6352,-62.8607329954561,-87.4959329954561
405,14000,39010.70347958,53010.70347958,10.0926,25.7529159020447,35.8455159020447,-34.6032,-88.2957116641423,-122.898911664142,-24.5106,-62.5427957620976,-87.0533957620976
410,14000,39010.70347958,53010.70347958,10.2172,26.0708531354033,36.2880531354033,-34.6032,-88.2957116641423,-122.898911664142,-24.386,-62.224858528739,-86.610858528739
415,14000,39010.70347958,53010.70347958,10.3418,26.3887903687619,36.7305903687619,-34.6032,-88.2957116641423,-122.898911664142,-24.2614,-61.9069212953804,-86.1683212953804
420,14000,39010.70347958,53010.70347958,10.4664,26.7067276021205,37.1731276021205,-34.6032,-88.2957116641423,-122.898911664142,-24.1368,-61.5889840620218,-85.7257840620218
425,14000,39010.70347958,53010.70347958,10.591,27.024664835479,37.615664835479,-34.6032,-88.2957116641423,-122.898911664142,-24.0122,-61.2710468286633,-85.2832468286633
430,14000,39010.70347958,53010.70347958,10.7156,27.3426020688376,38.0582020688376,-34.6032,-88.2957116641423,-122.898911664142,-23.8876,-60.9531095953047,-84.8407095953047
435,14000,39010.70347958,53010.70347958,10.8402,27.6605393021962,38.5007393021962,-34.6032,-88.2957116641423,-122.898911664142,-23.763,-60.6351723619461,-84.3981723619461
440,14000,39010.70347958,53010.70347958,10.9648,27.9784765355548,38.9432765355548,-34.6032,-88.2957116641423,-122.898911664142,-23.6384,-60.3172351285875,-83.9556351285875
445,14000,39010.70347958,53010.70347958,11.0894,28.2964137689134,39.3858137689134,-34.6032,-88.2957116641423,-122.898911664142,-23.5138,-59.999297895229,-83.513097895229
450,14000,39010.70347958,53010.70347958,11.214,28.6143510022719,39.8283510022719,-34.6032,-88.2957116641423,-122.898911664142,-23.3892,-59.6813606618704,-83.0705606618704
455,14000,39010.70347958,53010.70347958,11.3386,28.9322882356305,40.2708882356305,-34.6032,-88.2957116641423,-122.898911664142,-23.2646,-59.3634234285118,-82.6280234285118
460,14000,39010.70347958,53010.70347958,11.4632,29.2502254689891,40.7134254689891,-34.6032,-88.2957116641423,-122.898911664142,-23.14,-59.0454861951532,-82.1854861951532
465,14000,39010.70347958,53010.70347958,11.5878,29.5681627023477,41.1559627023477,-34.6032,-88.2957116641423,-122.898911664142,-23.0154,-58.7275489617946,-81.7429489617946
470,14000,39010.70347958,53010.70347958,11.7124,29.8860999357062,41.5984999357062,-34.6032,-88.2957116641423,-122.898911664142,-22.8908,-58.4096117284361,-81.3004117284361
475,14000,39010.70347958,53010.70347958,11.837,30.2040371690648,42.0410371690648,-34.6032,-88.2957116641423,-122.898911664142,-22.7662,-58.0916744950775,-80.8578744950775
480,14000,39010.70347958,53010.70347958,11.9616,30.5219744024234,42.4835744024234,-34.6032,-88.2957116641423,-122.898911664142,-22.6416,-57.7737372617189,-80.4153372617189
485,14000,39010.70347958,53010.70347958,12.0862,30.839911635782,42.926111635782,-34.6032,-88.2957116641423,-122.898911664142,-22.517,-57.4558000283603,-79.9728000283603
490,14000,39010.70347958,53010.70347958,12.2108,31.1578488691405,43.3686488691406,-34.6032,-88.2957116641423,-122.898911664142,-22.3924,-57.1378627950018,-79.5302627950017
495,14000,39010.70347958,53010.70347958,12.3354,31.4757861024991,43.8111861024991,-34.6032,-88.2957116641423,-122.898911664142,-22.2678,-56.8199255616432,-79.0877255616432
500,14000,39010.70347958,53010.70347958,12.46,31.7937233358577,44.2537233358577,-34.6032,-88.2957116641423,-122.898911664142,-22.1432,-56.5019883282846,-78.6451883282846
-140,15000,41797.18229955,56797.18229955,-3.738,-9.53811700075731,-13.2761170007573,-33.7132,-86.0247314258667,-119.737931425867,-37.4512,-95.562848426624,-133.014048426624
-135,15000,41797.18229955,56797.18229955,-3.6045,-9.19746996501598,-12.801969965016,-33.7132,-86.0247314258667,-119.737931425867,-37.3177,-95.2222013908827,-132.539901390883
-130,15000,41797.18229955,56797.18229955,-3.471,-8.85682292927465,-12.3278229292746,-33.7132,-86.0247314258667,-119.737931425867,-37.1842,-94.8815543551414,-132.065754355141
