study_id,DOI,site_id,impact_class,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,U_depth_m_decompressed,L_depth_m_decompressed,OC_perc,N_perc,BD_reported_g_cm3,carbon_burial_rate,carbon_burial_rate_uncertainty,nitrogen_burial_rate,nitrogen_burial_rate_uncertainty
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.01,0.015,0.014398000000000053,0.023759000000000016,NA,NA,0.3865428066352588,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.015,0.02,0.023759000000000016,0.033120000000000045,11.140417092408976,0.5062744703272545,0.53162057,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.02,0.025,0.033120000000000045,0.042481,NA,NA,0.560106158,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.025,0.03,0.042481,0.051842,12.574015911985235,0.5700187563156595,0.2580264321926877,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.03,0.035,0.051842,0.061203,NA,NA,0.3573947629472529,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.035,0.04,0.061203,0.070564,12.824868664000423,0.5721935121886919,0.29313657572596746,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.04,0.045,0.070564,0.079925,NA,NA,0.39316736201889646,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.045,0.05,0.079925,0.089286,11.144556112982425,0.5146884141125193,0.6144275118323951,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.05,0.055,0.089286,0.098647,NA,NA,0.4170157613999921,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.055,0.06,0.098647,0.10800800000000002,9.849207755773413,0.4576089629864232,0.31632251956869933,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.06,0.065,0.10800800000000002,0.11736900000000006,NA,NA,0.5938913901431182,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.065,0.07,0.11736900000000006,0.12673,8.371080837936587,0.3787092416750386,0.4302648721672674,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.07,0.075,0.12673,0.13609100000000005,NA,NA,0.4044291061710805,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.075,0.08,0.13609100000000005,0.14545200000000003,10.24025080696565,0.4591196301344973,0.44285152739617895,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.08,0.085,0.14545200000000003,0.15481300000000003,NA,NA,0.32559689710579204,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.085,0.09,0.15481300000000003,0.16417400000000001,10.80142833596033,0.4652173147636283,0.4183406724767196,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.09,0.095,0.16417400000000001,0.17353500000000005,NA,NA,0.4984977926187356,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.095,0.1,0.17353500000000005,0.182896,10.73736390149409,0.45028691222876066,0.3600445851007081,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.1,0.105,0.182896,0.19225700000000004,NA,NA,0.6389383667518544,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.105,0.11,0.19225700000000004,0.201618,9.201296518866316,0.4002817549456711,0.45345081600999926,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.11,0.115,0.201618,0.21097900000000003,NA,NA,0.27392536511341814,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.115,0.12,0.21097900000000003,0.22033999999999998,9.298710960134024,0.4448556878075428,0.6184022450625776,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.12,0.125,0.22033999999999998,0.22970100000000002,NA,NA,0.5475195024576544,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.125,0.13,0.22970100000000002,0.23906200000000005,6.666275885,0.2906508612666113,0.320297253,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.13,0.135,0.23906200000000005,0.248423,NA,NA,0.49783533708037175,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.135,0.14,0.248423,0.25778400000000007,10.46743448377006,0.4696427924675523,0.43092732770563114,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.14,0.145,0.25778400000000007,0.267145,NA,NA,0.2984362200328776,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.145,0.15,0.267145,0.27650600000000003,10.11786071538706,0.4365059431531815,0.4123785726314457,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.15,0.155,0.27650600000000003,0.2858670000000001,NA,NA,0.29644885341778626,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.155,0.16,0.2858670000000001,0.29522800000000005,10.748870026036322,0.46639966269785393,0.5528191467645645,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.16,0.165,0.29522800000000005,0.304589,NA,NA,0.4673623823156385,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.165,0.17,0.304589,0.31394999999999995,10.200432713635216,0.4481624309804933,0.37991825125162104,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.17,0.175,0.31394999999999995,0.32331100000000007,NA,NA,0.41635330586162833,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.175,0.18,0.32331100000000007,0.332672,10.061065655918476,0.43882225320710805,0.5349328472287428,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.18,0.185,0.332672,0.342033,NA,NA,0.47199957108418483,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.185,0.19,0.342033,0.3513940000000001,10.605760841931403,0.43469064308528127,0.31036041972342543,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.19,0.195,0.3513940000000001,0.36075500000000005,NA,NA,0.703196554,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.195,0.2,0.36075500000000005,0.370116,10.762437015848079,0.43365058807844115,0.4607378269320008,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.2,0.21,0.370116,0.3669640000000001,10.25110899926373,0.42179380615432066,0.443017141,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.21,0.22,0.3669640000000001,0.3857520000000001,11.655482232567843,0.4761111139519983,0.3612038822928446,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.22,0.23,0.3857520000000001,0.40454000000000007,8.866624124415868,0.3568456912785529,0.483095701,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.23,0.24,0.40454000000000007,0.42332800000000004,9.600907150005078,0.4337443704244115,0.44268591351158815,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.24,0.25,0.42332800000000004,0.44211600000000006,7.332485439008552,0.2973523941864035,0.43771749697385987,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.25,0.26,0.44211600000000006,0.46090400000000004,8.491612248878983,0.3848888517651692,0.5519910773416098,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.26,0.27,0.46090400000000004,0.479692,7.458109153660151,0.29958199723477713,0.47680237373732215,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.27,0.28,0.479692,0.49848000000000015,7.506519132784376,0.2913232017185891,0.5672275547239766,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.28,0.29,0.49848000000000015,0.5172680000000001,8.651094777556311,0.3514833572135367,0.46752799620022945,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.29,0.3,0.5172680000000001,0.5360560000000001,8.049167870624657,0.30809673753886346,0.502969368,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.3,0.31,0.5360560000000001,0.5548440000000001,NA,NA,0.6410913472515367,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.31,0.32,0.5548440000000001,0.573632,NA,NA,0.5947194595660729,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.32,0.33,0.573632,0.5924200000000001,NA,NA,0.6642772910942686,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.33,0.34,0.5924200000000001,0.611208,NA,NA,0.6470534470968106,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.34,0.35,0.611208,0.6299960000000001,7.248184633941427,0.27272405472066835,0.6020064704880744,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.35,0.36,0.6299960000000001,0.6487840000000001,NA,NA,0.5917384096434359,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.36,0.37,0.6487840000000001,0.6675720000000002,NA,NA,0.7682828106173802,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.37,0.38,0.6675720000000002,0.6863600000000001,NA,NA,0.7560273831576505,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.38,0.39,0.6863600000000001,0.7051480000000001,NA,NA,1.0528074643446186,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.39,0.4,0.7051480000000001,0.723936,4.332335476464199,0.16064190815673773,0.8381718699147578,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.4,0.41,0.723936,0.742724,NA,NA,0.9852369994315143,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.41,0.42,0.742724,0.7615120000000001,NA,NA,0.8911683129838592,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.42,0.43,0.7615120000000001,0.7803,NA,NA,0.9100482958272266,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.43,0.44,0.7803,0.7990880000000001,NA,NA,1.0763246359565326,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.44,0.45,0.7990880000000001,0.8178760000000002,3.486542122994015,0.11641270666574083,0.9209788122102287,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.45,0.46,0.8178760000000002,0.8366640000000001,NA,NA,1.0160411819654296,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.46,0.47,0.8366640000000001,0.8554520000000001,NA,NA,0.8789128855241295,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.47,0.48,0.8554520000000001,0.87424,NA,NA,0.8133297872261164,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.48,0.49,0.87424,0.893028,NA,NA,0.6901130570904556,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.49,0.5,0.893028,0.9118160000000001,6.080893199807857,0.19870934859163242,0.6526843191729026,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.5,0.51,0.9118160000000001,0.9306040000000002,NA,NA,0.6500344970194476,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.51,0.52,0.9306040000000002,0.9493920000000001,NA,NA,0.5808078932604338,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.52,0.53,0.9493920000000001,0.9681800000000002,NA,NA,0.711642862,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.53,0.54,0.9681800000000002,0.9869680000000001,NA,NA,0.6993874346275483,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_29,NA,"Rhizophora mucronata, riverine",mangrove,2016,-13.53760424,48.47044212,0.54,0.55,0.9869680000000001,1.005756,5.749903328730214,0.19926792863709322,0.5321174111906969,176,9,7.3,0.4
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_27,NA,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.54447692,48.52158248,0,0.005,0,0.005012,NA,NA,0.6117776896789399,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_27,NA,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.54447692,48.52158248,0.005,0.01,0.005012,0.012556000000000012,3.659133013474346,0.16734792856509959,0.688622532,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_27,NA,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.54447692,48.52158248,0.01,0.015,0.012556000000000012,0.020100000000000052,NA,NA,0.5455321358425631,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_27,NA,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.54447692,48.52158248,0.015,0.02,0.020100000000000052,0.027644000000000092,3.5219251045348865,0.15706673808593805,0.734331964,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_27,NA,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.54447692,48.52158248,0.02,0.025,0.027644000000000092,0.035188,NA,NA,0.877422361,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_27,NA,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.54447692,48.52158248,0.025,0.03,0.035188,0.042732,3.323885360362782,0.15814065663125176,0.7893157739604297,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_27,NA,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.54447692,48.52158248,0.03,0.035,0.042732,0.050276,NA,NA,0.9449928254759152,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_27,NA,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.54447692,48.52158248,0.035,0.04,0.050276,0.05782,3.2403763218128585,0.14230481989558275,0.49319814831182546,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_27,NA,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.54447692,48.52158248,0.04,0.06,0.05782,0.065364,10.987270481866815,0.1780352924110749,0.4904655192160749,NA,NA,NA,NA
