study_id,DOI,site_id,impact_class,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,U_depth_m_decompressed,L_depth_m_decompressed,OC_perc,N_perc,BD_reported_g_cm3,carbon_burial_rate,carbon_burial_rate_uncertainty,nitrogen_burial_rate,nitrogen_burial_rate_uncertainty
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_19,high dry bulk density soils,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.52950194,48.47596626,0.72,0.73,0.9499645,0.9632974999999999,NA,NA,1.0045735135091451,18,4,0.68,0.14
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_19,high dry bulk density soils,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.52950194,48.47596626,0.73,0.74,0.9632974999999999,0.9766305,NA,NA,1.0465751820080231,18,4,0.68,0.14
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_19,high dry bulk density soils,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.52950194,48.47596626,0.74,0.75,0.9766305,0.9899635000000001,NA,NA,0.9714143015363467,18,4,0.68,0.14
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_19,high dry bulk density soils,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.52950194,48.47596626,0.75,0.76,0.9899635000000001,1.0032965,NA,NA,1.2123712418720152,18,4,0.68,0.14
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_19,high dry bulk density soils,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.52950194,48.47596626,0.76,0.77,1.0032965,1.0166294999999999,NA,NA,0.8244084617902737,18,4,0.68,0.14
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_19,high dry bulk density soils,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.52950194,48.47596626,0.77,0.78,1.0166294999999999,1.0299625000000001,NA,NA,1.0377327254819435,18,4,0.68,0.14
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_19,high dry bulk density soils,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.52950194,48.47596626,0.78,0.79,1.0299625000000001,1.0432955,NA,NA,0.8752525868152313,18,4,0.68,0.14
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_19,high dry bulk density soils,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.52950194,48.47596626,0.79,0.8,1.0432955,1.0566285,NA,NA,1.1394209755318587,18,4,0.68,0.14
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_19,high dry bulk density soils,"Bruguiera gymnorhiza, riverine",mangrove,2016,-13.52950194,48.47596626,0.8,0.81,1.0566285,1.0699615,2.4967374204761157,0.070892681,0.9574138668202361,18,4,0.68,0.14
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0,0.005,0,0.0050015,NA,NA,0.9642040360884646,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.005,0.01,0.0050015,0.011865999999999986,3.228760119454341,0.1620356576603431,1.0695344666883038,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.01,0.015,0.011865999999999986,0.018730500000000063,NA,NA,1.011900834850656,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.015,0.02,0.018730500000000063,0.025595,2.9611685900138727,0.14477102324749283,1.0357492342317516,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.02,0.025,0.025595,0.0324595,NA,NA,0.9933520797764706,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.025,0.03,0.0324595,0.039324,3.7560558901113783,0.17641936112294562,1.1337926539095893,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.03,0.035,0.039324,0.0461885,NA,NA,1.2271988848188806,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.035,0.04,0.0461885,0.053053000000000024,2.7582899529494727,0.13618825715407368,1.308680916037624,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.04,0.045,0.053053000000000024,0.0599175,NA,NA,1.200038207745966,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.045,0.05,0.0599175,0.066782,2.2244925997623284,0.10102586172379656,1.3431286040325399,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.05,0.055,0.066782,0.0736465,NA,NA,1.4265980018663749,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.055,0.06,0.0736465,0.080511,2.1079104836662026,0.093334978,0.9125325040960908,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.06,0.065,0.080511,0.0873755,NA,NA,1.1205435431423139,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.065,0.07,0.0873755,0.09424,2.0075716218849373,0.095222205,1.3742640143356373,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.07,0.075,0.09424,0.10110450000000004,NA,NA,1.6650819956773313,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.075,0.08,0.10110450000000004,0.10796900000000001,1.7286985394706964,0.092643993,1.3245798489583547,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.08,0.085,0.10796900000000001,0.11483350000000002,NA,NA,1.280195327887982,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.085,0.09,0.11483350000000002,0.12169800000000003,2.0363308604038193,0.095662746,1.4458092124789241,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.09,0.095,0.12169800000000003,0.12856250000000002,NA,NA,1.2762205946577996,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.095,0.1,0.12856250000000002,0.13542700000000005,2.2286173642005904,0.098875175,1.249059917584885,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.1,0.105,0.13542700000000005,0.14229150000000004,NA,NA,1.320605115728172,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.105,0.11,0.14229150000000004,0.14915600000000004,1.8915020951263224,0.085605489,1.7505387601262576,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.11,0.115,0.14915600000000004,0.1560205,NA,NA,1.2331609846641545,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.115,0.12,0.1560205,0.16288500000000003,1.8568346842129586,0.068673514,1.772399792892262,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.12,0.125,0.16288500000000003,0.16974950000000003,NA,NA,1.2331609846641545,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.125,0.13,0.16974950000000003,0.17661400000000005,2.248302961528492,0.081927378,1.219911873896879,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.13,0.135,0.17661400000000005,0.18347850000000004,NA,NA,1.7207282608998877,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.135,0.14,0.18347850000000004,0.190343,1.7380922995019628,0.080495258,1.5730006758447677,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.14,0.145,0.190343,0.19720750000000004,NA,NA,1.4954933778562067,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.145,0.15,0.19720750000000004,0.20407200000000003,2.3834140042341567,0.10447313440222683,1.2483974620465212,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.15,0.155,0.20407200000000003,0.21093650000000003,NA,NA,1.2046753965145125,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.155,0.16,0.21093650000000003,0.21780100000000005,2.0432979731470673,0.092695457,1.25170974,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.16,0.165,0.21780100000000005,0.22466550000000002,NA,NA,1.063572367,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.165,0.17,0.22466550000000002,0.23153,2.0167529338779677,0.084543783,1.474294800628566,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.17,0.175,0.23153,0.23839450000000004,NA,NA,1.2980816274238038,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.175,0.18,0.23839450000000004,0.24525900000000003,1.6544214276015603,0.083075862,1.755175948894804,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.18,0.185,0.24525900000000003,0.25212350000000006,NA,NA,1.2947693497319848,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.185,0.19,0.25212350000000006,0.258988,1.7928437946207163,0.07510883,1.3702892811054546,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.19,0.195,0.258988,0.26585250000000005,NA,NA,1.3278921266501733,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.195,0.2,0.26585250000000005,0.27271700000000004,1.4647378616348743,0.088355737,1.6100981859931387,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.2,0.21,0.27271700000000004,0.27958150000000004,NA,NA,1.0170348652729753,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.21,0.22,0.27958150000000004,0.29331050000000003,NA,NA,1.5678666454224484,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.22,0.23,0.29331050000000003,0.3070395,NA,NA,1.1362768621784534,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.23,0.24,0.3070395,0.32076850000000007,NA,NA,1.1720494612500971,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.24,0.25,0.32076850000000007,0.3344975,1.8815272076380936,0.074221626,1.3495875455315869,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.25,0.26,0.3344975,0.34822650000000005,NA,NA,1.5840968061123608,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.26,0.27,0.34822650000000005,0.36195550000000004,NA,NA,1.060425703035802,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.27,0.28,0.36195550000000004,0.3756845,NA,NA,1.072349903,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.28,0.29,0.3756845,0.3894135,NA,NA,1.3982780276013238,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.29,0.3,0.3894135,0.4031425,1.9858812612093528,0.080437903,1.426763615750966,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.3,0.31,0.4031425,0.4168715,NA,NA,1.2018599604764666,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.31,0.32,0.4168715,0.43060050000000005,NA,NA,1.0104103098893376,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.32,0.33,0.43060050000000005,0.44432950000000004,NA,NA,1.192254355170192,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.33,0.34,0.44432950000000004,0.4580585000000001,NA,NA,1.226039587626744,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.34,0.35,0.4580585000000001,0.4717875000000001,1.7075760067653443,0.065705124,1.2121280213211052,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.35,0.36,0.4717875000000001,0.4855165,NA,NA,1.2879791804637566,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.36,0.37,0.4855165,0.4992455,NA,NA,1.1684059557890965,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.37,0.38,0.4992455,0.5129745,NA,NA,1.3479314066856773,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.38,0.39,0.5129745,0.5267035,NA,NA,1.386685055679958,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.39,0.4,0.5267035,0.5404325,1.1008392607644697,0.036350921,1.315139857536671,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.4,0.41,0.5404325,0.5541615,NA,NA,1.141245278716182,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.41,0.42,0.5541615,0.5678905000000001,NA,NA,1.2399511539323833,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.42,0.43,0.5678905000000001,0.5816195000000001,NA,NA,1.6109262554160935,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.43,0.44,0.5816195000000001,0.5953485000000001,NA,NA,1.2800297140033912,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.44,0.45,0.5953485000000001,0.6090775,1.9727862255648418,0.069734066,1.2459132537776572,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.45,0.46,0.6090775,0.6228065,NA,NA,1.3240830073045817,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.46,0.47,0.6228065,0.6365355,NA,NA,1.5423621071954434,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.47,0.48,0.6365355,0.6502645000000001,NA,NA,1.3250766906121274,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.48,0.49,0.6502645000000001,0.6639935,NA,NA,1.1332958122558165,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.49,0.5,0.6639935,0.6777225,2.894033061,0.10196195977978956,1.3141461742291254,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.5,0.51,0.6777225,0.6914515,NA,NA,1.3644927951447716,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.51,0.52,0.6914515,0.7051805,NA,NA,1.326401601688855,25,3,1.18,0.15
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_undisturbed,undisturbed,Cc_20,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.5349579,48.47588104,0.52,0.53,0.7051805,0.7189095000000001,NA,NA,1.4622049870534275,25,3,1.18,0.15
